s,title_num,chapter_num,subchapter_num,section_num,title_name,chapter_name,subchapter_name,section_name,universal_citation,current_through,section_content_text,file_source
T10A_C10_SC4_SEC10A_10_4_5,10A,10,4,10A_10_4_5,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,AGREEMENT ON DETAINERS,Inmate request for transfer,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) In accordance with the provisions of the IAD, an inmate may request disposition of a detainer which has been lodged against the inmate by a receiving state. (b) The following action shall be taken if the inmate indicates a desire to dispose of the detainer(s): 1. The inmate shall complete Form II Inmate's Notice of Place of Imprisonment and Request for Disposition of Indictments, Informations and Complaints; 1. The inmate shall complete Form II Inmate's Notice of Place of Imprisonment and Request for Disposition of Indictments, Informations and Complaints; 2. Staff designated by the Administrator shall complete Form III Certificate of Inmate Status and Form IV Offer to Deliver Temporary Custody; and 3. The classification officer shall ensure that Forms II, III, and IV are copied, distributed, and promptly transmitted in accordance with the instructions printed on the forms and, as follows: i. Forms II, III, and IV shall be sent to the prosecuting official and the clerk of the court having jurisdiction over the matter in the receiving state by registered or certified mail, return receipt requested; and ii. Forms II, III, and IV shall be sent to any other prosecutor in the receiving state who has lodged a detainer against the inmate. i. Forms II, III, and IV shall be sent to the prosecuting official and the clerk of the court having jurisdiction over the matter in the receiving state by registered or certified mail, return receipt requested; and ii. Forms II, III, and IV shall be sent to any other prosecutor in the receiving state who has lodged a detainer against the inmate. 4. The classification officer and the prosecuting authority in the receiving state shall determine a date and time for transfer of the inmate to the receiving state; 5. The classification officer shall ensure that completed Form VI Evidence of Agent's Authority to Act for Receiving State and Form VII Prosecutor's Acceptance of Temporary Custody offered in Connection with a Prisoner's Request for Disposition of a Detainer, have been obtained from the prosecuting authority in the receiving state prior to the transfer of the inmate to the receiving state; and 6. The Commissioner, or designee, shall be advised when a New Jersey inmate is being transferred, pursuant to the Act.",title-10a/chapter-10/subchapter-4/section-10a-10-4-5.html
T10A_C10_SC4_SEC10A_10_4_6,10A,10,4,10A_10_4_6,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,AGREEMENT ON DETAINERS,Request for temporary custody of an inmate,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) In accordance with the provisions of the IAD, a prosecuting authority in a receiving state may request temporary custody of a New Jersey State prison inmate for the purpose of bringing the inmate to trial. (b) The request for temporary custody shall be initiated when the prosecuting authority in the receiving state serves a completed Form V Request for Temporary Custody on the Administrator of the facility in which the inmate is confined. (c) If the inmate's parole date is imminent at the time Form V is received by the Administrator, the classification officer shall contact the prosecutor who filed Form V and request that transfer of the inmate be postponed and/or that the prosecutor proceed under other authority, for example, the Uniform Criminal Extradition Act, to obtain custody of the inmate. A parole date is imminent if, at the time Form V is received by the Administrator, there is insufficient time to reasonably complete the trial prior to the inmate's parole date. (d) If the prosecutor does not withdraw the request to obtain temporary custody of the inmate under the IAD on the basis of an imminent parole date, the classification officer shall: 1. Ensure that certified copies of the inmate's fingerprint card, photograph and physical description, and complaint and arrest warrant related to the detainer(s), are received from the prosecutor; 1. Ensure that certified copies of the inmate's fingerprint card, photograph and physical description, and complaint and arrest warrant related to the detainer(s), are received from the prosecutor; 2. Ensure that the inmate has received a copy of Form V; 3. Provide a copy of Form V to the Office of the Governor; 4. Provide a copy of Form III to the prosecutor who initiated the request for temporary custody; and 5. Provide a copy of Form III to any other prosecuting authority in the receiving state that has lodged a detainer against the inmate.",title-10a/chapter-10/subchapter-4/section-10a-10-4-6.html
T10A_C10_SC4_SEC10A_10_4_7,10A,10,4,10A_10_4_7,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,AGREEMENT ON DETAINERS,Time for trial,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The provisions of the IAD require that trials be conducted in the receiving state in accordance with the following: 1. An inmate who has requested transfer to the receiving state to dispose of a detainer(s) shall be brought to trial within 180 calendar days of the receipt of Form II by the prosecuting authority, unless an extension of time has been granted by the court having jurisdiction over the pending charges, for good cause shown. 1. An inmate who has requested transfer to the receiving state to dispose of a detainer(s) shall be brought to trial within 180 calendar days of the receipt of Form II by the prosecuting authority, unless an extension of time has been granted by the court having jurisdiction over the pending charges, for good cause shown. 2. A prosecuting authority that has requested and received temporary custody of an inmate shall bring the inmate to trial on the charge(s) within 120 calendar days of the inmate's arrival in the receiving state, unless an extension of time has been granted by the court having jurisdiction over the pending charges, for good cause shown.",title-10a/chapter-10/subchapter-4/section-10a-10-4-7.html
T10A_C10_SC4_SEC10A_10_4_8,10A,10,4,10A_10_4_8,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,AGREEMENT ON DETAINERS,Service of sentence,,,,title-10a/chapter-10/subchapter-4/section-10a-10-4-8.html
T10A_C10_SC4_SEC10A_10_4_9,10A,10,4,10A_10_4_9,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,AGREEMENT ON DETAINERS,Failure to comply with the terms of the IAD,,,,title-10a/chapter-10/subchapter-4/section-10a-10-4-9.html
T10A_C10_SC5_SEC10A_10_5_1,10A,10,5,10A_10_5_1,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,EXTRADITION,Statutory authority,,,,title-10a/chapter-10/subchapter-5/section-10a-10-5-1.html
T10A_C10_SC5_SEC10A_10_5_2,10A,10,5,10A_10_5_2,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,EXTRADITION,Request for extradition and related document handling,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The request for extradition of an inmate/parole violator shall be initiated by the Office of Interstate Services (OIS), New Jersey Department of Corrections or the Office of Interstate Services (OIS), New Jersey State Parole Board upon notice of an out-of-State arrest and upon the determination that the inmate/parole violator is wanted and has refused to waive. (b) When returning an inmate/parole violator to the State of New Jersey, the number of complete sets of documents which shall be executed shall conform to the requirements of the sending state from which extradition is requested. This information is available in the Directory of the National Association of Extradition Officials. (c) When returning an inmate/parole violator to the State of New Jersey, the petition for extradition with supporting documentation shall be forwarded by the Administrator or designee to the Extradition Secretary, Division of Criminal Justice, PO Box 085, 25 Market Street, 5th Floor, West Wing, Trenton, New Jersey 08625.",title-10a/chapter-10/subchapter-5/section-10a-10-5-2.html
T10A_C10_SC5_SEC10A_10_5_3,10A,10,5,10A_10_5_3,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,EXTRADITION,Role of the classification officer,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) When rendering an inmate who is under the custody of the New Jersey Department of Corrections to a receiving state, the highest ranking classification officer or designee shall be responsible for: 1. Monitoring the status of the extradition case while the inmate is in temporary custody; and 1. Monitoring the status of the extradition case while the inmate is in temporary custody; and 2. If applicable, ensuring the appropriate warrants are received from the receiving state prior to returning the inmate to that state.",title-10a/chapter-10/subchapter-5/section-10a-10-5-3.html
T10A_C10_SC5_SEC10A_10_5_4,10A,10,5,10A_10_5_4,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,EXTRADITION,Exceptions to the mandatory use of the Uniform Criminal Extradition Act,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) When an inmate in the custody of the New Jersey Department of Corrections is to be released to an out-of-State detainer and/or commitment detainer, the Uniform Criminal Extradition Act may not be invoked by the highest ranking classification officer or designee in the following instances: 1. Under Article III, Interstate Agreement on Detainers, when the out-of-State commitment detainer was filed as a result of temporary custody granted to out-of-State prosecuting agencies to dispose of the indictment at the inmate's request as evidenced by a signed Form II; 1. Under Article III, Interstate Agreement on Detainers, when the out-of-State commitment detainer was filed as a result of temporary custody granted to out-of-State prosecuting agencies to dispose of the indictment at the inmate's request as evidenced by a signed Form II; 2. When released to Federal jurisdiction/Federal U.S. Marshals upon presentation of appropriate identification and the appropriate writ signed by a Federal judge; or 3. When material witness requests are received by the New Jersey Department of Corrections from out-of-State authorities and/or from the Federal government. No extradition is required for an inmate as a material witness who has signed the appropriate consent form prepared by the New Jersey Office of the Attorney General.",title-10a/chapter-10/subchapter-5/section-10a-10-5-4.html
T10A_C10_SC6_SEC10A_10_6_1,10A,10,6,10A_10_6_1,CORRECTIONS,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,INTERNATIONAL TRANSFER,Definitions,,,,title-10a/chapter-10/subchapter-6/section-10a-10-6-1.html
